Date,Open,High,Low,Close,Adj Close,Volume
2018-07-23,7335.419921875,7376.81982421875,7301.33984375,7371.77978515625,7371.77978515625,1654290000
2018-07-24,7455.509765625,7475.990234375,7375.740234375,7406.25,7406.25,2014850000
2018-07-25,7406.10009765625,7511.39013671875,7405.64013671875,7508.58984375,7508.58984375,1899790000
2018-07-26,7404.56005859375,7430.1201171875,7385.72021484375,7400.75,7400.75,2213070000
2018-07-27,7443.240234375,7443.240234375,7255.31982421875,7296.77978515625,7296.77978515625,2176170000
2018-07-30,7292.72021484375,7299.080078125,7158.77978515625,7193.10009765625,7193.10009765625,2143410000
2018-07-31,7219.669921875,7272.9599609375,7179.41015625,7231.97998046875,7231.97998046875,2195050000
2018-08-01,7269.2001953125,7294.7998046875,7234.64013671875,7272.89013671875,7272.89013671875,2223550000
2018-08-02,7221.35009765625,7380.56005859375,7221.35009765625,7372.14990234375,7372.14990234375,2081300000
2018-08-03,7389.35986328125,7395.490234375,7356.330078125,7395.490234375,7395.490234375,2018700000
2018-08-06,7390.81982421875,7439.5498046875,7381.580078125,7438.990234375,7438.990234375,2238170000
2018-08-07,7459.31982421875,7478.9599609375,7443.8798828125,7462.64990234375,7462.64990234375,2197590000
2018-08-08,7454.419921875,7486.2099609375,7435.77001953125,7469.5498046875,7469.5498046875,2087850000
2018-08-09,7467.509765625,7498.3701171875,7458.56982421875,7466.9599609375,7466.9599609375,2032950000
2018-08-10,7409.0498046875,7436.68994140625,7382.830078125,7408.2998046875,7408.2998046875,2095180000
2018-08-13,7420.18017578125,7468.81982421875,7398.52978515625,7401.169921875,7401.169921875,1914240000
2018-08-14,7430.4501953125,7455.419921875,7390.0,7447.169921875,7447.169921875,1917360000
2018-08-15,7385.669921875,7409.47998046875,7308.52001953125,7354.66015625,7354.66015625,2286960000
2018-08-16,7409.60986328125,7422.830078125,7361.8798828125,7374.2900390625,7374.2900390625,1979540000
2018-08-17,7352.6298828125,7394.93994140625,7312.64990234375,7377.5400390625,7377.5400390625,1843150000
2018-08-20,7393.580078125,7395.75,7343.47021484375,7371.419921875,7371.419921875,1698970000
2018-08-21,7393.4599609375,7441.419921875,7388.3701171875,7397.22998046875,7397.22998046875,1766630000
2018-08-22,7379.83984375,7434.47998046875,7374.68994140625,7424.60009765625,7424.60009765625,1660460000
2018-08-23,7420.31005859375,7465.8701171875,7405.39990234375,7413.83984375,7413.83984375,1879890000
2018-08-24,7443.7099609375,7489.5400390625,7442.990234375,7485.39990234375,7485.39990234375,1886600000
2018-08-27,7527.3701171875,7560.759765625,7512.02001953125,7559.1298828125,7559.1298828125,2319130000
2018-08-28,7580.85009765625,7588.72021484375,7556.7099609375,7570.25,7570.25,1961300000
2018-08-29,7585.1298828125,7661.9501953125,7583.52001953125,7660.18017578125,7660.18017578125,1897000000
2018-08-30,7645.10986328125,7691.10009765625,7619.72998046875,7642.669921875,7642.669921875,2014450000
2018-08-31,7634.43994140625,7676.4599609375,7628.5400390625,7654.5498046875,7654.5498046875,1899910000
2018-09-04,7629.33984375,7643.4501953125,7581.35009765625,7622.31982421875,7622.31982421875,2229520000
2018-09-05,7600.9501953125,7607.18017578125,7498.3798828125,7523.259765625,7523.259765625,2596780000
2018-09-06,7527.22021484375,7532.2998046875,7405.31982421875,7453.169921875,7453.169921875,2368680000
2018-09-07,7402.18994140625,7489.39990234375,7400.990234375,7430.259765625,7430.259765625,2146380000
2018-09-10,7466.759765625,7473.75,7410.740234375,7447.68017578125,7447.68017578125,2041450000
2018-09-11,7415.08984375,7519.4501953125,7401.72021484375,7507.8701171875,7507.8701171875,2336600000
2018-09-12,7493.3798828125,7501.240234375,7422.91015625,7488.06005859375,7488.06005859375,2341850000
2018-09-13,7535.22998046875,7578.759765625,7531.66015625,7561.68994140625,7561.68994140625,2318720000
2018-09-14,7575.3798828125,7581.2998046875,7515.0400390625,7545.5,7545.5,2030720000
2018-09-17,7522.58984375,7533.919921875,7427.7900390625,7434.72998046875,7434.72998046875,2284140000
2018-09-18,7440.85986328125,7531.2001953125,7436.52978515625,7494.39990234375,7494.39990234375,2317990000
2018-09-19,7498.240234375,7513.33984375,7441.56005859375,7490.31982421875,7490.31982421875,2156730000
2018-09-20,7534.02001953125,7582.43017578125,7523.8701171875,7569.02978515625,7569.02978515625,2287150000
2018-09-21,7587.39013671875,7603.85986328125,7522.1201171875,7531.06982421875,7531.06982421875,3706820000
2018-09-24,7477.4501953125,7554.9501953125,7447.22998046875,7548.75,7548.75,2416380000
2018-09-25,7552.02001953125,7568.169921875,7525.18994140625,7563.18994140625,7563.18994140625,2288140000
2018-09-26,7563.9599609375,7637.6201171875,7553.259765625,7563.08984375,7563.08984375,2290730000
2018-09-27,7600.35009765625,7657.7998046875,7596.9599609375,7629.56982421875,7629.56982421875,2053770000
2018-09-28,7612.64990234375,7649.2998046875,7598.68994140625,7627.64990234375,7627.64990234375,2323940000
2018-10-01,7673.0,7700.56005859375,7627.47021484375,7645.4501953125,7645.4501953125,2283230000
2018-10-02,7632.3701171875,7685.35986328125,7610.25,7628.27978515625,7628.27978515625,2391370000
2018-10-03,7663.08984375,7676.89990234375,7625.60009765625,7637.43017578125,7637.43017578125,3047330000
2018-10-04,7603.009765625,7608.240234375,7436.259765625,7490.0,7490.0,3274550000
2018-10-05,7482.0400390625,7510.4501953125,7327.43994140625,7399.009765625,7399.009765625,2672900000
2018-10-08,7356.5400390625,7415.5400390625,7267.02001953125,7352.81982421875,7352.81982421875,2239640000
2018-10-09,7352.43994140625,7430.35986328125,7339.85986328125,7371.6201171875,7371.6201171875,2459040000
2018-10-10,7319.81005859375,7329.240234375,7042.06005859375,7044.5,7044.5,3077330000
2018-10-11,7013.47998046875,7120.10009765625,6892.89013671875,6964.02978515625,6964.02978515625,3129290000
2018-10-12,7150.2099609375,7179.0400390625,7019.89013671875,7157.2099609375,7157.2099609375,2650290000
2018-10-15,7129.31005859375,7144.16015625,7047.47021484375,7068.669921875,7068.669921875,2148850000
2018-10-16,7141.669921875,7291.259765625,7133.2900390625,7276.43017578125,7276.43017578125,2623300000
2018-10-17,7310.0,7311.85009765625,7205.759765625,7278.6298828125,7278.6298828125,2364720000
2018-10-18,7250.919921875,7251.5400390625,7081.89013671875,7116.08984375,7116.08984375,2545950000
2018-10-19,7169.4501953125,7227.9599609375,7080.740234375,7107.22998046875,7107.22998046875,2532220000
2018-10-22,7146.02978515625,7193.72021484375,7088.89990234375,7141.2099609375,7141.2099609375,2282400000
2018-10-23,7002.68994140625,7149.1298828125,6933.56005859375,7118.669921875,7118.669921875,2735820000
2018-10-24,7101.85009765625,7117.33984375,6777.47021484375,6789.14990234375,6789.14990234375,2930550000
2018-10-25,6891.27001953125,7063.919921875,6866.75,7016.39013671875,7016.39013671875,2741810000
2018-10-26,6804.68994140625,6976.93994140625,6743.77978515625,6852.39990234375,6852.39990234375,2964780000
2018-10-29,6954.68994140625,6973.18994140625,6574.75,6713.89990234375,6713.89990234375,2689550000
2018-10-30,6673.83984375,6816.27001953125,6652.52978515625,6810.1201171875,6810.1201171875,2681310000
2018-10-31,6933.10986328125,7030.509765625,6924.08984375,6967.10009765625,6967.10009765625,2899730000
2018-11-01,6980.7900390625,7071.83984375,6932.2099609375,7069.169921875,7069.169921875,2708880000
2018-11-02,7042.2998046875,7085.27001953125,6909.06982421875,6965.2900390625,6965.2900390625,2889910000
2018-11-05,6946.14990234375,6952.93017578125,6859.7998046875,6937.08984375,6937.08984375,2166470000
2018-11-06,6939.1298828125,7024.77978515625,6928.0,6988.85009765625,6988.85009765625,2285680000
2018-11-07,7068.5,7205.9599609375,7057.7099609375,7203.1298828125,7203.1298828125,2677530000
2018-11-08,7176.18994140625,7192.31982421875,7125.14013671875,7158.58984375,7158.58984375,2462430000
2018-11-09,7095.4501953125,7104.39013671875,6982.89013671875,7039.14990234375,7039.14990234375,2418490000
2018-11-12,6990.3701171875,6998.7998046875,6819.3798828125,6829.10009765625,6829.10009765625,2289070000
2018-11-13,6858.58984375,6951.43994140625,6811.68017578125,6830.91015625,6830.91015625,2343940000
2018-11-14,6896.2001953125,6916.10009765625,6736.18017578125,6769.8701171875,6769.8701171875,2540220000
2018-11-15,6750.6298828125,6908.830078125,6702.419921875,6890.4501953125,6890.4501953125,2508720000
2018-11-16,6823.02978515625,6898.1298828125,6797.43017578125,6867.02001953125,6867.02001953125,2438260000
2018-11-19,6832.25,6841.43994140625,6623.3701171875,6642.919921875,6642.919921875,2354020000
2018-11-20,6475.68017578125,6614.009765625,6442.35986328125,6526.9599609375,6526.9599609375,2664950000
2018-11-21,6608.1201171875,6639.3701171875,6566.31005859375,6575.66015625,6575.66015625,1858050000
2018-11-23,6525.02001953125,6591.56005859375,6524.5498046875,6527.35009765625,6527.35009765625,958950000
2018-11-26,6616.7900390625,6679.91015625,6590.89013671875,6678.33984375,6678.33984375,2011180000
2018-11-27,6639.39013671875,6715.41015625,6609.080078125,6701.0400390625,6701.0400390625,2067360000
2018-11-28,6756.1298828125,6914.7900390625,6713.2900390625,6913.330078125,6913.330078125,2390260000
2018-11-29,6890.83984375,6938.02001953125,6839.4501953125,6892.39990234375,6892.39990234375,1983460000
2018-11-30,6902.240234375,6951.1298828125,6872.2900390625,6949.009765625,6949.009765625,2542820000
2018-12-03,7106.83984375,7107.0,7013.2001953125,7062.1298828125,7062.1298828125,2621020000
2018-12-04,7026.81005859375,7045.68017578125,6785.85009765625,6795.2099609375,6795.2099609375,2625810000
2018-12-06,6652.1298828125,6840.5,6630.81982421875,6838.85009765625,6838.85009765625,2833870000
2018-12-07,6806.6298828125,6849.3798828125,6594.5400390625,6613.27978515625,6613.27978515625,2475160000
2018-12-10,6603.35986328125,6710.39013671875,6534.330078125,6682.740234375,6682.740234375,2367560000
2018-12-11,6782.41015625,6788.47021484375,6650.830078125,6704.240234375,6704.240234375,2246060000
2018-12-12,6800.5498046875,6867.66015625,6761.77978515625,6763.9599609375,6763.9599609375,2412300000
2018-12-13,6805.7001953125,6833.77978515625,6724.0400390625,6767.97021484375,6767.97021484375,2143520000
2018-12-14,6679.91015625,6710.41015625,6585.31005859375,6594.9599609375,6594.9599609375,2200510000
2018-12-17,6571.0,6621.6298828125,6399.5498046875,6448.39013671875,6448.39013671875,2665240000
2018-12-18,6503.1201171875,6551.0400390625,6434.60009765625,6491.52001953125,6491.52001953125,2585400000
2018-12-19,6480.31005859375,6575.39013671875,6284.72021484375,6342.97021484375,6342.97021484375,2899950000
2018-12-20,6312.72021484375,6380.97021484375,6161.85009765625,6243.18994140625,6243.18994140625,3258090000
2018-12-21,6293.0498046875,6308.31005859375,6013.97998046875,6046.56005859375,6046.56005859375,4534120000
2018-12-24,5994.080078125,6075.169921875,5895.1201171875,5899.35009765625,5899.35009765625,1647270000
2018-12-26,5969.080078125,6263.81982421875,5921.85986328125,6262.77001953125,6262.77001953125,2557940000
2018-12-27,6168.60009765625,6291.990234375,6043.4501953125,6288.2998046875,6288.2998046875,2415870000
2018-12-28,6326.6201171875,6388.35986328125,6233.68994140625,6285.27001953125,6285.27001953125,2199090000
2018-12-31,6354.85009765625,6365.39013671875,6273.93994140625,6329.97021484375,6329.97021484375,2098560000
2019-01-02,6198.68017578125,6394.740234375,6198.68017578125,6360.8701171875,6360.8701171875,2261800000
2019-01-03,6274.759765625,6292.68017578125,6139.39990234375,6147.1298828125,6147.1298828125,2607290000
2019-01-04,6250.0498046875,6445.2001953125,6234.58984375,6422.669921875,6422.669921875,2579550000
2019-01-07,6434.5498046875,6521.43994140625,6412.97998046875,6488.25,6488.25,2507550000
2019-01-08,6555.91015625,6574.72998046875,6457.0,6551.85009765625,6551.85009765625,2378290000
2019-01-09,6576.5400390625,6631.06005859375,6549.43994140625,6600.68994140625,6600.68994140625,2422590000
2019-01-10,6551.0498046875,6625.10986328125,6517.5400390625,6620.93994140625,6620.93994140625,2179080000
2019-01-11,6579.89013671875,6604.56005859375,6562.0400390625,6601.39990234375,6601.39990234375,2066500000
2019-01-14,6536.3701171875,6566.8701171875,6512.64013671875,6541.0400390625,6541.0400390625,1942210000
2019-01-15,6571.14990234375,6674.52978515625,6567.31982421875,6669.64013671875,6669.64013671875,2038090000
2019-01-16,6677.3798828125,6720.41015625,6665.0498046875,6668.56005859375,6668.56005859375,2149580000
2019-01-17,6646.18994140625,6747.27978515625,6637.10009765625,6718.4501953125,6718.4501953125,2128840000
2019-01-18,6771.52001953125,6816.22998046875,6727.93994140625,6784.60986328125,6784.60986328125,2451240000
2019-01-22,6736.64990234375,6738.56982421875,6603.56005859375,6646.81005859375,6646.81005859375,2380950000
2019-01-23,6689.080078125,6712.85986328125,6584.5,6658.759765625,6658.759765625,2274420000
2019-01-24,6680.33984375,6710.72998046875,6656.52001953125,6702.5498046875,6702.5498046875,2400290000
2019-01-25,6755.669921875,6800.97021484375,6733.31982421875,6787.3701171875,6787.3701171875,2440840000
2019-01-28,6691.83984375,6697.52978515625,6644.31005859375,6697.08984375,6697.08984375,2435480000
2019-01-29,6695.7099609375,6701.47021484375,6613.419921875,6632.7900390625,6632.7900390625,2089690000
2019-01-30,6708.56005859375,6826.919921875,6688.330078125,6807.91015625,6807.91015625,2544050000
2019-01-31,6840.93017578125,6936.33984375,6837.919921875,6906.83984375,6906.83984375,2918710000
2019-02-01,6872.72998046875,6921.9501953125,6857.31005859375,6875.52001953125,6875.52001953125,2383430000
2019-02-04,6876.56005859375,6960.97021484375,6872.60009765625,6959.9599609375,6959.9599609375,2099470000
2019-02-05,6969.3701171875,7029.77001953125,6967.93994140625,7023.52001953125,7023.52001953125,2265520000
2019-02-06,7023.89013671875,7034.93994140625,6969.830078125,6997.6201171875,6997.6201171875,2167130000
2019-02-07,6934.330078125,6954.77001953125,6854.35009765625,6904.97998046875,6904.97998046875,2295080000
2019-02-08,6843.330078125,6914.56005859375,6836.7001953125,6913.1298828125,6913.1298828125,2086260000
2019-02-11,6941.259765625,6958.330078125,6893.7998046875,6909.18017578125,6909.18017578125,1897800000
2019-02-12,6960.5498046875,7021.759765625,6948.330078125,7014.669921875,7014.669921875,2124330000
2019-02-13,7038.31982421875,7062.580078125,7009.72998046875,7015.8798828125,7015.8798828125,2093800000
2019-02-14,6986.509765625,7047.8798828125,6969.68994140625,7022.419921875,7022.419921875,2103370000
2019-02-15,7066.3798828125,7073.990234375,7022.2998046875,7055.18017578125,7055.18017578125,2257750000
2019-02-19,7033.3701171875,7089.10009765625,7032.77978515625,7066.60986328125,7066.60986328125,2120790000
2019-02-20,7070.240234375,7096.14990234375,7027.3701171875,7062.33984375,7062.33984375,2181760000
2019-02-21,7047.080078125,7063.06982421875,7001.7998046875,7035.16015625,7035.16015625,2119080000
2019-02-22,7055.2001953125,7094.2900390625,7050.009765625,7090.6298828125,7090.6298828125,2417680000
2019-02-25,7144.33984375,7161.72998046875,7111.77978515625,7115.43017578125,7115.43017578125,2363140000
2019-02-26,7098.97021484375,7144.64990234375,7087.14013671875,7123.22021484375,7123.22021484375,2257710000
2019-02-27,7095.75,7125.77978515625,7045.41015625,7117.0,7117.0,2423360000
2019-02-28,7093.2001953125,7125.919921875,7081.919921875,7097.52978515625,7097.52978515625,2647080000
2019-03-01,7152.080078125,7159.9599609375,7101.06982421875,7151.56982421875,7151.56982421875,2463190000
2019-03-04,7193.8798828125,7205.93994140625,7073.39990234375,7150.830078125,7150.830078125,2569590000
2019-03-05,7156.66015625,7178.2998046875,7120.68994140625,7156.7900390625,7156.7900390625,2142610000
2019-03-06,7156.240234375,7162.240234375,7104.5498046875,7112.47021484375,7112.47021484375,2242810000
2019-03-07,7089.6298828125,7097.91015625,7001.81005859375,7026.8798828125,7026.8798828125,2440840000
2019-03-08,6940.89990234375,7018.919921875,6940.72021484375,7015.68994140625,7015.68994140625,2245430000
2019-03-11,7050.0498046875,7166.93017578125,7049.56005859375,7164.02001953125,7164.02001953125,2216950000
2019-03-12,7176.22998046875,7219.41015625,7166.9501953125,7201.27978515625,7201.27978515625,2161400000
2019-03-13,7231.0498046875,7292.85986328125,7229.8798828125,7256.97998046875,7256.97998046875,2366350000
2019-03-14,7257.31005859375,7267.93994140625,7240.9599609375,7243.009765625,7243.009765625,2176510000
2019-03-15,7274.14013671875,7331.2998046875,7265.6298828125,7306.990234375,7306.990234375,3447190000
2019-03-18,7311.6298828125,7348.68994140625,7293.85009765625,7326.27978515625,7326.27978515625,2274490000
2019-03-19,7357.580078125,7390.2900390625,7321.93017578125,7349.27978515625,7349.27978515625,2433160000
2019-03-20,7348.990234375,7422.75,7318.419921875,7380.75,7380.75,2424400000
2019-03-21,7356.93994140625,7505.41015625,7356.93994140625,7493.27001953125,7493.27001953125,2483580000
2019-03-22,7458.43994140625,7482.35009765625,7323.52001953125,7326.06005859375,7326.06005859375,2490730000
2019-03-25,7299.93017578125,7342.509765625,7265.27978515625,7316.9599609375,7316.9599609375,2130230000
2019-03-26,7378.22998046875,7417.259765625,7314.3798828125,7351.14990234375,7351.14990234375,2068900000
2019-03-27,7364.47021484375,7376.990234375,7252.06005859375,7308.18994140625,7308.18994140625,2221650000
2019-03-28,7325.06005859375,7346.0400390625,7277.68994140625,7320.47021484375,7320.47021484375,1902060000
2019-03-29,7377.77001953125,7381.68994140625,7333.169921875,7378.77001953125,7378.77001953125,2233470000
2019-04-01,7450.81005859375,7481.83984375,7422.43994140625,7478.419921875,7478.419921875,2198050000
2019-04-02,7473.509765625,7507.0498046875,7461.509765625,7499.64013671875,7499.64013671875,2110100000
2019-04-03,7538.169921875,7589.68994140625,7520.39990234375,7544.97021484375,7544.97021484375,2487210000
2019-04-04,7542.16015625,7571.1298828125,7496.2998046875,7540.56982421875,7540.56982421875,2094200000
2019-04-05,7564.27001953125,7581.89990234375,7554.91015625,7578.83984375,7578.83984375,2148730000
2019-04-08,7565.06005859375,7602.080078125,7536.419921875,7599.740234375,7599.740234375,2069190000
2019-04-09,7571.8798828125,7596.75,7555.6201171875,7568.490234375,7568.490234375,2067570000
2019-04-10,7581.39013671875,7613.41015625,7573.27978515625,7611.490234375,7611.490234375,1998280000
2019-04-11,7621.39990234375,7621.39990234375,7580.7099609375,7594.89013671875,7594.89013671875,1956840000
2019-04-12,7624.14990234375,7630.52001953125,7596.56005859375,7628.14990234375,7628.14990234375,1955290000
2019-04-15,7630.60009765625,7636.7998046875,7578.5400390625,7629.1201171875,7629.1201171875,1816920000
2019-04-16,7651.18994140625,7670.39990234375,7631.64013671875,7654.72998046875,7654.72998046875,2095330000
2019-04-17,7705.31982421875,7715.06982421875,7659.85009765625,7680.72021484375,7680.72021484375,2290690000
2019-04-18,7688.93017578125,7694.18017578125,7647.39990234375,7689.72021484375,7689.72021484375,2089360000
2019-04-22,7658.3701171875,7715.330078125,7653.89013671875,7713.490234375,7713.490234375,1776060000
2019-04-23,7724.169921875,7819.33984375,7719.08984375,7810.7099609375,7810.7099609375,2075070000
2019-04-24,7813.02001953125,7827.0498046875,7783.58984375,7784.41015625,7784.41015625,2022490000
2019-04-25,7850.7099609375,7851.97021484375,7778.22998046875,7816.919921875,7816.919921875,2063270000
2019-04-26,7791.14990234375,7826.89013671875,7742.60009765625,7826.68017578125,7826.68017578125,1971270000
2019-04-29,7825.64013671875,7851.85009765625,7812.97021484375,7839.0400390625,7839.0400390625,1761110000
2019-04-30,7769.2998046875,7792.31982421875,7726.06982421875,7781.4599609375,7781.4599609375,2115770000
2019-05-01,7828.14013671875,7851.02978515625,7749.740234375,7751.85009765625,7751.85009765625,2247420000
2019-05-02,7751.64013671875,7791.509765625,7672.5400390625,7724.06005859375,7724.06005859375,2158600000
2019-05-03,7784.2900390625,7847.52001953125,7772.43994140625,7845.72998046875,7845.72998046875,2046040000
2019-05-06,7662.919921875,7804.5400390625,7662.919921875,7794.08984375,7794.08984375,1966120000
2019-05-07,7713.490234375,7743.06005859375,7572.60986328125,7640.14990234375,7640.14990234375,2372660000
2019-05-08,7623.31982421875,7678.81982421875,7593.75,7617.5498046875,7617.5498046875,2175100000
2019-05-09,7525.81005859375,7605.02978515625,7472.7099609375,7582.75,7582.75,2520770000
2019-05-10,7556.0400390625,7623.009765625,7426.75,7586.52978515625,7586.52978515625,2387720000
2019-05-13,7385.5498046875,7433.919921875,7303.64013671875,7324.1298828125,7324.1298828125,2478860000
2019-05-14,7366.64013671875,7449.02978515625,7337.93994140625,7401.8798828125,7401.8798828125,2084850000
2019-05-15,7354.81982421875,7524.22021484375,7353.89990234375,7503.25,7503.25,2001530000
2019-05-16,7509.91015625,7627.02978515625,7502.759765625,7580.14013671875,7580.14013671875,2163120000
2019-05-17,7513.14990234375,7605.669921875,7496.919921875,7503.68017578125,7503.68017578125,2134120000
2019-05-20,7391.72998046875,7424.58984375,7351.919921875,7376.7001953125,7376.7001953125,2122410000
2019-05-21,7442.31005859375,7472.7099609375,7417.06982421875,7451.02001953125,7451.02001953125,1993210000
2019-05-22,7413.83984375,7458.10986328125,7410.7099609375,7420.66015625,7420.66015625,1881830000
2019-05-23,7331.669921875,7337.47021484375,7261.4599609375,7307.93017578125,7307.93017578125,2243420000
2019-05-24,7353.97021484375,7371.2998046875,7294.10009765625,7300.9599609375,7300.9599609375,1682920000
2019-05-28,7321.27001953125,7362.2900390625,7274.7001953125,7278.3798828125,7278.3798828125,2352670000
2019-05-29,7222.5498046875,7254.2001953125,7176.669921875,7216.85986328125,7216.85986328125,2278790000
2019-05-30,7234.830078125,7262.77001953125,7204.419921875,7245.39990234375,7245.39990234375,1872000000
2019-05-31,7148.7099609375,7183.22998046875,7125.97021484375,7127.9599609375,7127.9599609375,2236940000
2019-06-03,7110.33984375,7126.43017578125,6936.68017578125,6978.02001953125,6978.02001953125,2576920000
2019-06-04,7056.18017578125,7169.7900390625,7023.08984375,7166.75,7166.75,2369150000
2019-06-05,7230.81005859375,7235.22998046875,7146.43017578125,7220.89990234375,7220.89990234375,2115570000
2019-06-06,7229.85986328125,7293.22021484375,7201.58984375,7275.93017578125,7275.93017578125,2070940000
2019-06-07,7315.330078125,7445.990234375,7309.009765625,7417.2900390625,7417.2900390625,2066020000
2019-06-10,7472.60009765625,7573.0,7468.169921875,7501.93017578125,7501.93017578125,2039370000
2019-06-11,7584.75,7595.56982421875,7489.990234375,7513.85009765625,7513.85009765625,2114680000
2019-06-12,7493.5498046875,7507.52001953125,7459.2001953125,7472.2900390625,7472.2900390625,1952790000
2019-06-13,7500.85009765625,7530.91015625,7487.08984375,7510.68017578125,7510.68017578125,1838930000
2019-06-14,7476.47021484375,7500.740234375,7454.8701171875,7479.10986328125,7479.10986328125,1804340000
2019-06-17,7500.27978515625,7546.990234375,7492.169921875,7526.52001953125,7526.52001953125,1935290000
2019-06-18,7606.60986328125,7689.080078125,7595.58984375,7635.39990234375,7635.39990234375,2244920000
2019-06-19,7652.52001953125,7681.56005859375,7606.27978515625,7667.740234375,7667.740234375,2014080000
2019-06-20,7770.169921875,7770.60986328125,7681.43017578125,7738.0498046875,7738.0498046875,2053530000
2019-06-21,7719.419921875,7772.52978515625,7708.25,7728.77978515625,7728.77978515625,2894340000
2019-06-24,7737.0,7746.68017578125,7720.77978515625,7723.02001953125,7723.02001953125,2070370000
2019-06-25,7720.91015625,7723.0400390625,7584.169921875,7591.5400390625,7591.5400390625,2127310000
2019-06-26,7642.919921875,7688.64013671875,7616.91015625,7627.0498046875,7627.0498046875,2104750000
2019-06-27,7656.68017578125,7672.97998046875,7636.72021484375,7657.0498046875,7657.0498046875,2023120000
2019-06-28,7674.52001953125,7682.259765625,7639.4501953125,7671.080078125,7671.080078125,4078990000
2019-07-01,7816.56005859375,7820.81005859375,7735.669921875,7768.14013671875,7768.14013671875,2208900000
2019-07-02,7763.02978515625,7800.47021484375,7746.009765625,7799.81982421875,7799.81982421875,1946320000
2019-07-03,7819.06005859375,7857.68994140625,7811.2900390625,7857.68994140625,7857.68994140625,1548190000
