"x1" "x2" "x3" "x4"
"49" -4.65711955041786 -5.62737012858844 -5.36404925548378 41.9481634193573
"50" -5.32208001307545 -4.52101980671989 -4.81329851691104 45.1635269596991
"51" -3.51481828028269 -6.37667917372048 -4.82461516350534 47.8826755324839
"52" -4.63340446111031 -5.09132802068626 -5.50713567563348 48.8279118365968
"53" -4.41701607968176 -5.33361101982124 -2.60319018039369 49.340002953502
"54" -3.9647085579881 -5.64275522366096 -5.01537892606293 48.0165025346325
"55" -3.97883892725965 -5.93118286192758 -4.96128635201813 43.9796021936121
"56" -5.1772644981262 -5.71230845536188 -6.06306605851866 39.2829131452298
"57" -3.19501736335351 -7.55189460170197 -5.91609921570434 33.6960767735282
"58" -4.12226006175436 -4.99141744324948 -4.61296067595268 27.2208139564811
"59" -5.03609660104742 -6.88120252580908 -3.12292554062836 21.94604946176
"60" -3.19720080949222 -4.42302176142717 -5.62431772663028 16.2336274576866
"61" -6.51778673445176 -2.53189820895859 -4.21079607341168 11.1637936058998
"62" -5.60223380417378 -6.33972739552774 -5.17101098003299 4.44182622648964
"63" -6.02723775685858 -5.54180390785382 -5.55635163482758 -2.78661427616455
"64" -6.32863852496484 -4.98361498204989 -4.87508185227853 -9.44876489650127
"65" -4.27289337876518 -4.08599195123267 -8.12388104847224 -14.8734895835026
"66" -5.44817904899142 -4.03698077416579 -2.3068130083753 -18.8487938115789
"67" -1.75154689961182 -4.95641961599874 -6.75151072745735 -20.0485708141545
"68" -6.19443357795044 -3.17195040601081 -3.82638963659307 -21.3213517315705
"69" -4.68747278384507 -4.51000534859809 -4.26267626952282 -19.9822466883091
"70" -5.051761303235 -6.94564747541515 -4.00301637446205 -16.170439898839
"71" -5.94311831607114 -3.67567177873854 -5.54437367460608 -10.7958482899989
"72" -3.64985243556086 -8.30734258103354 -5.46734449691783 -3.47901585437031
"73" -5.95432929597159 -5.86505122929304 -4.87313295269499 5.6373819597188
"74" -5.04170193730735 -4.32128046013257 -6.51840643770158 14.0849199830055
"75" -4.76999694157449 -4.01141753448504 -4.00998347169548 22.6711655696761
"76" -5.13012488787362 -5.02954278574569 -7.18772225980383 29.9763295134683
"77" -4.64182592321796 -3.53358982182245 -5.10154772994653 35.6653614623628
"78" -6.46942575863644 -5.66183135183395 -4.72048390796235 38.0626818660522
"79" -4.97376367767225 -6.4361507759569 -2.47461516676382 38.6175562618134
"80" -7.3283928917978 -4.68922811123821 -6.48029093478001 38.4391396775723
"81" -4.1132045290008 -5.68029265328297 -3.90638348969039 38.3149046274422
"82" -7.58897735565348 -5.44414822678595 -4.88694954179491 37.1488256663393
"83" -2.67761155146166 -6.68691971612794 -6.66387969922913 35.0219760843879
"84" -6.33609970647376 -2.29829202353143 -4.58915308482525 31.7997530967988
"85" -0.0562450188429091 -6.35951343170376 -1.25141535228689 27.4000700470742
"86" -5.70221540068986 -4.02422081838979 -5.52900502833775 23.6900351868595
"87" -4.44921728772101 -4.18900377471828 -4.07238102112829 20.6526310890744
"88" -6.44305295076528 -5.40239711312218 -7.83805063991238 17.8490191995034
"89" -4.64866646618668 -6.66211913640692 -6.14776153190482 15.3382850991496
"90" -4.8527769575292 -5.14782590985208 -3.52469759708997 13.4661218669984
"91" -5.14039232280519 -3.54303610565908 -5.96374257003533 12.7330505056625
"92" -6.24398364775386 -2.86553364947337 -4.65140453641505 14.0585859238941
"93" -5.1962739633907 -4.53250382120677 -2.69991187244138 16.867708722739
"94" -5.85387327200675 -4.09757062142943 -6.52010630790475 19.1311620014924
"95" -3.06812236325458 -4.23992895966453 -2.6424657130172 22.0229032023936
"96" -6.33882919876428 -6.65373655249061 -8.08679266180683 24.3312394209503
"97" -2.41845140273605 -4.29729647079548 -3.48004003820315 25.8638705454677
"98" -4.69932802210616 -6.31796903640392 -5.88313938673954 27.5059173162171
"99" -5.73990880191709 -5.43238772934873 -6.11642143189951 29.4689707404315
"100" -3.32344794870708 -2.89429588259466 -4.3212609201675 30.3032326181552
"101" -7.23420278044432 -6.35156841738784 -5.58331977939396 31.0963613655049
"102" -5.29213840739171 -3.18405490960065 -5.08212108019945 31.0235648738068
"103" -7.56586297827468 -5.4333155007487 -6.08249504365014 31.6457578484297
"104" -4.75970442366358 -8.71867210699185 -5.40487532360397 31.8522313546062
"105" -4.11766444796345 -5.31767003665689 -5.39866694525928 31.3807464473643
"106" -4.28331662418634 -4.77403947789543 -5.90677765064484 30.5010396824623
"107" -4.91841447663591 -5.00911964391968 -3.48136836346966 27.6013718284388
"108" -6.05600725282664 -5.14174937390214 -4.97090256975677 24.4481256090013
"109" -4.85140482832489 -4.83779016344159 -4.35383123634576 21.7002822720589
"110" -4.26237599087108 -5.1969604180777 -4.49850241027109 18.5033850662082
"111" -5.99820775434763 -6.58498223610576 -3.34871012263038 14.9721675837127
"112" -4.44381030642359 -7.3914869549588 -4.66492482535751 12.6023460210164
"113" -5.30236163406862 -4.05096004384211 -3.4469584462412 11.2991391913877
"114" -3.05744834867382 -5.61403164990681 -6.60252264677465 10.6289296106873
"115" -2.72433736390088 -4.89621733240282 -3.10087283340384 11.6664437884819
"116" -3.89006479331748 -4.08975227564829 -6.78595873437273 13.4852205774222
"117" -5.01131078264512 -3.30978139301325 -4.5750015647919 14.9187902435087
"118" -3.65126125427305 -3.1095811249859 -6.8591234845542 17.8329931537906
"119" -7.09678763944628 -5.01904551567983 -1.11678378991024 22.7891002802799
"120" -4.05374180267195 -2.26390307971961 -6.7346669854407 28.5073716078548
"121" -7.53470483615893 -4.69384773831205 -4.0238933358964 32.3231149681776
"122" -3.11856059482917 -4.07886192774862 -6.21254578374995 35.9152162599725
"123" -4.95820942909983 -4.54500137108581 -6.70658918718876 39.0168382666836
"124" -2.06387057948019 -3.93526887600775 -2.24632245260614 40.8857554310628
"125" -6.25783977819944 -6.12748054725888 -4.89658848605414 42.9223025434135
"126" -4.04130519182369 -2.97289661666741 -4.67505665268738 44.8841652579075
"127" -6.67934122581859 -4.80825717307986 -4.07556675916078 44.8949694110119
"128" -6.27346269369132 -6.6774145456386 -4.33784439194876 42.91274166388
"129" -6.30921515940665 -5.84021036576891 -5.5306310372117 37.7490001851432
"130" -6.18804321348222 -6.70463953638584 -5.88007927602051 30.5663694872302
"131" -7.04775706054988 -4.43773987826992 -6.34069580505426 22.5078228319655
"132" -4.6137164048108 -6.21899664699037 -4.7247600833616 15.6501459422783
"133" -5.07042544632233 -4.3805532300571 -6.20732842687973 8.78265829651543
"134" -5.91164149087435 -4.40216373731479 -4.65862732551005 2.61108537669172
"135" -6.59319489274364 -3.71325169160975 -5.63730793330214 -2.80944634343736
"136" -3.87477467489168 -5.81563363920295 -3.52196477755595 -4.78374154357497
"137" -4.88371159078943 -4.1614911455099 -5.14656092374234 -6.47374538419182
"138" -2.99595746090549 -8.27874695168412 -5.62175911700477 -5.7749278636607
"139" -3.06829970449038 -5.22059001166412 -6.23374715632252 -4.1067494050146
"140" -4.66821097038881 -5.03109320141219 -6.11953769507339 -2.22908326337491
"141" -4.30210613218162 -5.67439147448527 -2.84692924361803 0.166553553704968
"142" -3.86940711758721 -4.7976627867488 -6.69008996115184 5.71719492532712
"143" -7.2662842542352 -4.66540678532393 -4.49419011005627 11.6125637778379
"144" -3.52275246202783 -5.8018539377829 -3.48124033749039 18.1345751747098
"145" -7.86610804026166 -6.50150833753653 -5.28501659756295 23.7460332339047
"146" -3.68684990492085 -6.35508809776702 -2.95588002033838 27.9008684031027
"147" -7.29610968725805 -6.78443405521296 -6.3103764258742 31.3465657550125
"148" -3.93672102301927 -3.52037906986143 -8.005472467603 33.0876280723821
"149" -5.37174319389136 -5.53616180020863 -1.74903733164738 35.1537415366373
"150" -4.65821609895645 -5.1741182134002 -8.11235354058037 34.5345949409995
"151" -6.69440831839775 -2.07943412036116 -3.50421149639488 33.0158370090091
"152" -5.17016555669632 -3.53146086817388 -6.02111063288028 30.6436813048007
"153" -5.99749959007409 -5.36218599743467 -3.85710015510629 29.0210781214386
"154" -3.74190301642834 -4.05402329165905 -4.80595655046691 27.6077441978422
"155" -6.51581705569565 -7.28751149278273 -7.24810981625819 25.8180418374857
"156" -6.4294432537097 -3.92012088365531 -5.23387736107183 24.9164795089256
"157" -7.9009791629991 -5.79493679227577 -6.12180329039296 24.7665004501996
"158" -7.15431949276292 -4.35314652180794 -1.88951634727327 25.0075308712104
"159" -4.48647902248536 -3.93405624644164 -5.23253192564365 24.6197063984944
"160" -5.3548411553391 -5.97322236378823 -5.13408824329379 24.1131163090597
"161" -3.84620719042271 -3.89112563117485 -7.3732783449356 22.1907285720891
"162" -5.0636997538924 -5.94960423837753 -3.17100792216722 21.1326352688136
"163" -5.24884747166332 -8.23194385791732 -2.24933022351356 20.0506447186419
"164" -8.23753788834935 -5.52503274133552 -5.39153423272729 19.6887920126451
"165" -3.55800221448965 -2.39352034099462 -6.41686605119371 18.8965167483267
"166" -4.86980018989105 -6.25817896831702 -6.89676432897083 15.2272132452085
"167" -2.94457057495893 -4.49734926868322 -5.38919226489877 10.7157524384805
"168" -5.45170507442536 -6.1887098091963 -2.21057598503807 5.81493197637711
"169" -5.34232309623622 -1.86031272675464 -9.65124996363824 2.47611483626667
"170" -7.0613495713158 -3.31721630913823 -2.27732312688754 -0.308077317777153
"171" -5.865530982781 -6.11628492602249 -7.24133829313875 -2.89090184494687
"172" -5.16046693433144 -5.78095429810763 -4.60394174902466 -6.90223648896125
"173" -4.82950905165098 -4.99862909501458 -6.55905071464835 -8.46989258407321
"174" -5.7986360102463 -4.94853355413686 -6.12060244910607 -8.78360422324625
"175" -3.61208502528393 -3.12782367251993 -4.10297388179127 -7.83151647559944
"176" -7.5924961940359 -7.43322472369431 -4.79636888245958 -6.8904955750619
"177" -5.85684686685629 -6.24890389686944 -3.73755560693859 -4.70131669755713
"178" -5.24140943599459 -4.81641873053267 -6.31273328612327 -2.86710861374809
"179" -7.02375993322345 -5.74294387958173 -3.89124534801672 -0.357782904794462
"180" -4.52005790818692 -6.29692275425829 -4.9418554978301 1.48113953617426
"181" -5.8320523024724 -6.62910578482351 -6.80988422768834 5.01172383349401
"182" -5.61907324106005 -6.32828045097563 -4.17232119563096 7.85745517988076
"183" -5.08099714455764 -5.43772453385853 -3.74508479368585 12.4938270388975
"184" -3.62743699701119 -3.09043666969762 -5.31519252776404 17.3146819732166
"185" -5.31409941693281 -4.54438813173221 -3.72612036470042 22.5182899699844
"186" -3.00807426780609 -4.5158384763224 -6.35546223469424 25.8302285807262
"187" -5.77529275326076 -5.88518974643632 -6.84667101722189 29.8470099629304
"188" -4.88903508944479 -2.60187148321183 -6.19660270219357 33.6540888249336
"189" -3.59322891219357 -5.94441708729854 -5.56078393382449 37.6198307539254
"190" -6.17824512296873 -3.9683975725714 -3.57095350053937 41.1550945291639
"191" -2.82313722876141 -2.8978349801877 -5.0116552829562 43.7369527482337
"192" -6.23638807656652 -2.83243169871424 -5.00799658592224 45.5374531954993
"193" -4.25454434621184 -6.14683953214709 -6.11420958097547 44.535842363138
"194" -4.14009205679348 -6.92164787362361 -4.35385732397226 42.4535166731862
"195" -5.41669372389186 -4.28322740494042 -4.61441815919356 37.9297552190851
"196" -4.82583724971016 -7.22254437807607 -2.422844893739 32.1486446582125
"197" -2.42189662935344 -5.46325223818887 -6.93356007314137 24.7749668219139
"198" -4.57759324006995 -3.59251871706261 -6.36167229676011 18.6060252436598
"199" -2.54023133346286 -5.57913943712562 -5.57349964144842 12.6027010690456
"200" -7.1418691149713 -6.5385278367222 -3.9579946198187 6.94206530711474
